ApsimVersion = 7.10 r0
format = csv
precision = 8
Title = Maize_MSN_M1S3
Date,DaysAfterSowing,Stage,Biomass,GreenWt,BiomassWt,RootGreenWt,LeafGreenWt,StemGreenWt,RachisGreenWt,GrainGreenWt,biomass_n,RootGreenN,LeafGreenN,StemGreenN,RachisGreenN,GrainGreenN,GrainGreenNConc,GrainNo,GrainSize,LeafNo,LAI,SLAI,ESW,SLN,WaterSD,HI,TPLA,SPLA,Height,DeltaTT,nfact_pheno,swdef_pheno,cover_green,cover_tot,sw_supply,sw_uptake(1),sw_uptake(2),sw_uptake(3),sw_uptake(4),sw_uptake(5),sw_uptake(6),sw_uptake(7),sw_uptake(8),sw_uptake(9),sw_uptake(10),sum(sw_uptake),RootDepth,n_total_uptake,n_massflow_uptake,n_diffusion_uptake,n_sd_ratio,sw(1),sw(2),sw(3),sw(4),sw(5),sw(6),sw(7),sw(8),sw(9),sw(10),no3(1),no3(2),no3(3),no3(4),no3(5),no3(6),no3(7),no3(8),no3(9),no3(10),no3_demand,n_supply_soil,RUE,TE
12/09/1985,24,5.16284700,577.75811400,89.05987400,57.77581000,32.17796200,41.98804500,12.93501000,1.95885600,0.00000000,1.34828300,0.33171800,0.86952000,0.44284300,0.01712500,0.00000000,0.00000000,0.00000000,0.00000000,5.72882500,0.52400200,0.01386600,172.29915600,1.65938400,1.00000000,0.00000000,748.57368600,19.80917200,37.55643800,18.50968300,1.00000000,1.00000000,0.23049000,0.23580600,7.50277200,0.54354300,0.57893700,0.51582600,0.36344400,0.36515500,0.00014300,-0.00000000,-0.00000000,-0.00000000,-0.00000000,2.36704800,789.00000000,0.19950300,0.12520900,0.07429400,0.72865300,0.28209100,0.30808700,0.31556100,0.32357700,0.33056600,0.33299900,0.32600000,0.34300000,0.35600000,0.37000000,27.28180300,36.13730600,26.58980600,14.17089100,6.07111800,2.27859800,1.34223900,0.82076000,0.85942300,0.30452500,0.27379600,0.19950300,8.28030500,26.24587800
13/09/1985,25,5.19145700,670.12190000,101.18325500,67.01219000,35.16161200,47.67384400,15.80177500,2.54602500,0.00000000,1.56336700,0.36079500,0.99123400,0.52954400,0.02214900,0.00000000,0.00000000,0.00000000,0.00000000,6.01359000,0.59926000,0.01508100,163.33040600,1.65409800,1.00000000,0.00000000,856.08514100,21.54466100,46.19646500,17.03186900,1.00000000,1.00000000,0.25890700,0.26447500,6.84295200,0.50757700,0.70215800,0.62242100,0.45407000,0.50076700,0.02012800,-0.00000000,-0.00000000,-0.00000000,-0.00000000,2.80712000,822.00000000,0.24482500,0.14656700,0.09825700,0.71360400,0.25535700,0.30041100,0.30700300,0.31921400,0.32840000,0.33198200,0.32254100,0.34267900,0.35367500,0.37000000,27.55641000,34.99174900,25.63269600,14.00023100,6.10254100,2.31455200,1.35621400,0.83215200,0.85738700,0.31205700,0.34308200,0.24482500,9.23637900,22.51563400
13/09/1985,25,5.19145700,670.12190000,101.18325500,67.01219000,35.16161200,47.67384400,15.80177500,2.54602500,0.00000000,1.56336700,0.36079500,0.99123400,0.52954400,0.02214900,0.00000000,0.00000000,0.00000000,0.00000000,6.01359000,0.59926000,0.01508100,163.33040600,1.65409800,1.00000000,0.00000000,856.08514100,21.54466100,46.19646500,17.03186900,1.00000000,1.00000000,0.25890700,0.26447500,6.84295200,0.50757700,0.70215800,0.62242100,0.45407000,0.50076700,0.02012800,-0.00000000,-0.00000000,-0.00000000,-0.00000000,2.80712000,822.00000000,0.24482500,0.14656700,0.09825700,0.71360400,0.25535700,0.30041100,0.30700300,0.31921400,0.32840000,0.33198200,0.32254100,0.34267900,0.35367500,0.37000000,27.55641000,34.99174900,25.63269600,14.00023100,6.10254100,2.31455200,1.35621400,0.83215200,0.85738700,0.31205700,0.34308200,0.24482500,9.23637900,22.51563400
14/09/1985,26,5.22001800,777.86620600,115.34572800,77.78662000,38.64685000,54.07442600,19.35139600,3.27305600,0.00000000,1.82064000,0.39685400,1.12094700,0.64848700,0.02911600,0.00000000,0.00000000,0.00000000,0.00000000,6.27561800,0.67470500,0.01629400,164.60295500,1.66138700,1.00000000,0.00000000,963.86484100,23.27717000,56.43491400,17.00262500,1.00000000,1.00000000,0.28634300,0.29213300,7.38641700,0.87692900,0.89371300,0.76018600,0.54848500,0.59833400,0.10531600,-0.00000000,-0.00000000,-0.00000000,-0.00000000,3.78296300,855.00000000,0.29405400,0.19150700,0.10254700,0.74143600,0.27927900,0.30098700,0.30388500,0.31558900,0.32336700,0.32983800,0.32097000,0.34148300,0.35214000,0.37000000,26.59439500,34.54399900,25.14316000,13.70459600,5.96249800,2.29485200,1.36207200,0.83658100,0.85810000,0.31544000,0.39660100,0.29405400,10.77443100,21.03759400
14/09/1985,26,5.22001800,777.86620600,115.34572800,77.78662000,38.64685000,54.07442600,19.35139600,3.27305600,0.00000000,1.82064000,0.39685400,1.12094700,0.64848700,0.02911600,0.00000000,0.00000000,0.00000000,0.00000000,6.27561800,0.67470500,0.01629400,164.60295500,1.66138700,1.00000000,0.00000000,963.86484100,23.27717000,56.43491400,17.00262500,1.00000000,1.00000000,0.28634300,0.29213300,7.38641700,0.87692900,0.89371300,0.76018600,0.54848500,0.59833400,0.10531600,-0.00000000,-0.00000000,-0.00000000,-0.00000000,3.78296300,855.00000000,0.29405400,0.19150700,0.10254700,0.74143600,0.27927900,0.30098700,0.30388500,0.31558900,0.32336700,0.32983800,0.32097000,0.34148300,0.35214000,0.37000000,26.59439500,34.54399900,25.14316000,13.70459600,5.96249800,2.29485200,1.36207200,0.83658100,0.85810000,0.31544000,0.39660100,0.29405400,10.77443100,21.03759400
15/09/1985,27,5.24856200,900.27334300,131.40606200,90.02733000,42.60899200,61.06195700,23.59324500,4.14186800,0.00000000,2.10095800,0.43681400,1.25617500,0.78318000,0.03711100,0.00000000,0.00000000,0.00000000,0.00000000,6.53719700,0.75526200,0.01805700,155.99413700,1.66323000,1.00000000,0.00000000,1078.94622100,25.79547700,69.11212900,16.99277300,1.00000000,1.00000000,0.31451700,0.32067800,6.78825500,0.72283800,0.98596100,0.87805900,0.63351300,0.69278000,0.28608200,-0.00000000,-0.00000000,-0.00000000,-0.00000000,4.19923200,888.00000000,0.32107100,0.20394300,0.11712800,0.73270500,0.25009800,0.29197400,0.29877500,0.31111800,0.31870700,0.32722200,0.32029100,0.34064900,0.35109600,0.37000000,26.59576000,33.21728500,24.40816500,13.35026900,5.80909100,2.26361800,1.36565500,0.83996900,0.86042500,0.31606300,0.43819900,0.32107100,12.24071400,19.78768500
15/09/1985,27,5.24856200,900.27334300,131.40606200,90.02733000,42.60899200,61.06195700,23.59324500,4.14186800,0.00000000,2.10095800,0.43681400,1.25617500,0.78318000,0.03711100,0.00000000,0.00000000,0.00000000,0.00000000,6.53719700,0.75526200,0.01805700,155.99413700,1.66323000,1.00000000,0.00000000,1078.94622100,25.79547700,69.11212900,16.99277300,1.00000000,1.00000000,0.31451700,0.32067800,6.78825500,0.72283800,0.98596100,0.87805900,0.63351300,0.69278000,0.28608200,-0.00000000,-0.00000000,-0.00000000,-0.00000000,4.19923200,888.00000000,0.32107100,0.20394300,0.11712800,0.73270500,0.25009800,0.29197400,0.29877500,0.31111800,0.31870700,0.32722200,0.32029100,0.34064900,0.35109600,0.37000000,26.59576000,33.21728500,24.40816500,13.35026900,5.80909100,2.26361800,1.36565500,0.83996900,0.86042500,0.31606300,0.43819900,0.32107100,12.24071400,19.78768500
16/09/1985,28,5.27570700,1029.42494700,148.30264600,102.94249000,46.78577700,68.13138000,28.28305700,5.10243200,0.00000000,2.40739100,0.47990200,1.39953800,0.93389200,0.04618100,0.00000000,0.00000000,0.00000000,0.00000000,6.79862500,0.84084900,0.02046800,172.14776600,1.66443500,1.00000000,0.00000000,1201.21214900,29.23986000,84.26158900,16.15994200,1.00000000,1.00000000,0.34323200,0.34991900,8.45862200,1.07975400,1.14160500,1.01668600,0.71634400,0.76857800,0.53682700,-0.00000000,-0.00000000,-0.00000000,-0.00000000,5.25979500,921.00000000,0.35039500,0.22241500,0.12798000,0.73247000,0.27927000,0.30438300,0.31222200,0.32122400,0.32787600,0.32942100,0.32600000,0.34300000,0.35509500,0.37000000,18.83991200,29.51527400,26.42042500,16.44630400,7.80765200,3.04083900,1.71796700,0.89614200,0.87536200,0.32698900,0.47837500,0.35039500,12.91516000,20.76971800
16/09/1985,28,5.27570700,1029.42494700,148.30264600,102.94249000,46.78577700,68.13138000,28.28305700,5.10243200,0.00000000,2.40739100,0.47990200,1.39953800,0.93389200,0.04618100,0.00000000,0.00000000,0.00000000,0.00000000,6.79862500,0.84084900,0.02046800,172.14776600,1.66443500,1.00000000,0.00000000,1201.21214900,29.23986000,84.26158900,16.15994200,1.00000000,1.00000000,0.34323200,0.34991900,8.45862200,1.07975400,1.14160500,1.01668600,0.71634400,0.76857800,0.53682700,-0.00000000,-0.00000000,-0.00000000,-0.00000000,5.25979500,921.00000000,0.35039500,0.22241500,0.12798000,0.73247000,0.27927000,0.30438300,0.31222200,0.32122400,0.32787600,0.32942100,0.32600000,0.34300000,0.35509500,0.37000000,18.83991200,29.51527400,26.42042500,16.44630400,7.80765200,3.04083900,1.71796700,0.89614200,0.87536200,0.32698900,0.47837500,0.35039500,12.91516000,20.76971800
17/09/1985,29,5.30413100,1163.90126700,165.88960700,116.39013000,51.12992400,75.23018500,33.38258500,6.14691400,0.00000000,2.71947300,0.52353900,1.54328300,1.08925300,0.05571500,0.00000000,0.00000000,0.00000000,0.00000000,7.04723900,0.92733200,0.02299300,161.03284800,1.66421900,1.00000000,0.00000000,1324.75977900,32.84658800,101.01091800,16.92160800,1.00000000,1.00000000,0.37102600,0.37821600,7.72591300,0.80111600,1.09309900,0.98862000,0.71894000,0.78549800,0.70562100,0.00291100,-0.00000000,-0.00000000,-0.00000000,5.09580500,954.00000000,0.35667900,0.20895600,0.14772300,0.70713300,0.25213700,0.29478400,0.30333400,0.31604100,0.32400700,0.32529600,0.32179000,0.34216000,0.35304000,0.37000000,18.96701800,28.25833500,25.28978900,15.99025600,7.65787000,2.97176800,1.69999800,0.90787400,0.87554200,0.33239300,0.50440200,0.35667900,13.44763200,20.38838600
17/09/1985,29,5.30413100,1163.90126700,165.88960700,116.39013000,51.12992400,75.23018500,33.38258500,6.14691400,0.00000000,2.71947300,0.52353900,1.54328300,1.08925300,0.05571500,0.00000000,0.00000000,0.00000000,0.00000000,7.04723900,0.92733200,0.02299300,161.03284800,1.66421900,1.00000000,0.00000000,1324.75977900,32.84658800,101.01091800,16.92160800,1.00000000,1.00000000,0.37102600,0.37821600,7.72591300,0.80111600,1.09309900,0.98862000,0.71894000,0.78549800,0.70562100,0.00291100,-0.00000000,-0.00000000,-0.00000000,5.09580500,954.00000000,0.35667900,0.20895600,0.14772300,0.70713300,0.25213700,0.29478400,0.30333400,0.31604100,0.32400700,0.32529600,0.32179000,0.34216000,0.35304000,0.37000000,18.96701800,28.25833500,25.28978900,15.99025600,7.65787000,2.97176800,1.69999800,0.90787400,0.87554200,0.33239300,0.50440200,0.35667900,13.44763200,20.38838600
18/09/1985,30,5.33363800,1300.57566900,183.75446700,130.05757000,55.53792000,82.19835000,38.76820500,7.24999200,0.00000000,3.04513000,0.56742600,1.69916900,1.24564400,0.06553000,0.00000000,0.00000000,0.00000000,0.00000000,7.30757100,1.02303600,0.02561300,163.24896600,1.66090800,1.00000000,0.00000000,1461.48003700,36.59061000,119.22351800,17.56575500,1.00000000,1.00000000,0.40041500,0.40804500,8.27067400,1.05420900,1.05461500,0.88650700,0.61430800,0.66298700,0.60835500,0.02589200,-0.00000000,-0.00000000,-0.00000000,4.90687200,987.00000000,0.37059100,0.19481500,0.17577600,0.67828200,0.28168900,0.30172400,0.30370500,0.31219100,0.31870400,0.32139400,0.32045100,0.34102400,0.35162900,0.37000000,17.60287700,27.70027500,24.92852400,15.52509200,7.41732100,2.89618300,1.69507300,0.91283600,0.87783400,0.33412600,0.54636700,0.37059100,13.66744000,23.03686500
18/09/1985,30,5.33363800,1300.57566900,183.75446700,130.05757000,55.53792000,82.19835000,38.76820500,7.24999200,0.00000000,3.04513000,0.56742600,1.69916900,1.24564400,0.06553000,0.00000000,0.00000000,0.00000000,0.00000000,7.30757100,1.02303600,0.02561300,163.24896600,1.66090800,1.00000000,0.00000000,1461.48003700,36.59061000,119.22351800,17.56575500,1.00000000,1.00000000,0.40041500,0.40804500,8.27067400,1.05420900,1.05461500,0.88650700,0.61430800,0.66298700,0.60835500,0.02589200,-0.00000000,-0.00000000,-0.00000000,4.90687200,987.00000000,0.37059100,0.19481500,0.17577600,0.67828200,0.28168900,0.30172400,0.30370500,0.31219100,0.31870400,0.32139400,0.32045100,0.34102400,0.35162900,0.37000000,17.60287700,27.70027500,24.92852400,15.52509200,7.41732100,2.89618300,1.69507300,0.91283600,0.87783400,0.33412600,0.54636700,0.37059100,13.66744000,23.03686500
19/09/1985,31,5.36459400,1449.32983700,203.20940800,144.93298000,60.33573100,89.52379400,44.85350400,8.49637900,0.00000000,3.40483700,0.61508200,1.87059300,1.41907700,0.07664600,0.00000000,0.00000000,0.00000000,0.00000000,7.57781400,1.12765500,0.02836300,154.44472900,1.65883400,1.00000000,0.00000000,1610.93580200,40.51858400,138.45787000,18.42879700,1.00000000,1.00000000,0.43097300,0.43898600,7.45795000,0.90287000,1.11936500,0.98415600,0.68638800,0.73818900,0.68060100,0.08658000,-0.00000000,-0.00000000,-0.00000000,5.19815000,1020.00000000,0.40849800,0.20321100,0.20528700,0.66553900,0.25594600,0.29175900,0.29757200,0.30748900,0.31333700,0.31683600,0.31984700,0.34040200,0.35077000,0.37000000,17.57194500,26.29535700,23.86921100,14.96040600,7.14648100,2.80046000,1.68793900,0.91757500,0.88162000,0.33364100,0.61378500,0.40849800,14.87541700,21.34223300
19/09/1985,31,5.36459400,1449.32983700,203.20940800,144.93298000,60.33573100,89.52379400,44.85350400,8.49637900,0.00000000,3.40483700,0.61508200,1.87059300,1.41907700,0.07664600,0.00000000,0.00000000,0.00000000,0.00000000,7.57781400,1.12765500,0.02836300,154.44472900,1.65883400,1.00000000,0.00000000,1610.93580200,40.51858400,138.45787000,18.42879700,1.00000000,1.00000000,0.43097300,0.43898600,7.45795000,0.90287000,1.11936500,0.98415600,0.68638800,0.73818900,0.68060100,0.08658000,-0.00000000,-0.00000000,-0.00000000,5.19815000,1020.00000000,0.40849800,0.20321100,0.20528700,0.66553900,0.25594600,0.29175900,0.29757200,0.30748900,0.31333700,0.31683600,0.31984700,0.34040200,0.35077000,0.37000000,17.57194500,26.29535700,23.86921100,14.96040600,7.14648100,2.80046000,1.68793900,0.91757500,0.88162000,0.33364100,0.61378500,0.40849800,14.87541700,21.34223300
20/09/1985,32,5.39403000,1616.13829600,225.06924600,161.61383000,65.71973900,97.47526000,51.92872700,9.94552100,0.00000000,3.79730800,0.66657200,2.05774700,1.60854500,0.08895300,0.00000000,0.00000000,0.00000000,0.00000000,7.86133400,1.24307300,0.03097800,170.01593000,1.65537100,1.00000000,0.00000000,1775.81848500,44.25358100,160.19108600,17.52340800,1.00000000,1.00000000,0.46288100,0.47113700,9.05017900,1.12243000,1.13779600,1.01001900,0.71164700,0.76353800,0.68940800,0.15589800,-0.00000000,-0.00000000,-0.00000000,5.59073600,1053.00000000,0.44519200,0.19096600,0.25422500,0.63651800,0.28346000,0.30473900,0.31226700,0.32125600,0.32791000,0.32840400,0.32137500,0.34144700,0.35124400,0.37000000,12.82976300,22.79686400,24.05701800,16.88608000,8.60254000,3.30780700,1.78070300,0.93720000,0.88920500,0.33444200,0.69941700,0.44519200,16.68084600,27.00264000
20/09/1985,32,5.39403000,1616.13829600,225.06924600,161.61383000,65.71973900,97.47526000,51.92872700,9.94552100,0.00000000,3.79730800,0.66657200,2.05774700,1.60854500,0.08895300,0.00000000,0.00000000,0.00000000,0.00000000,7.86133400,1.24307300,0.03097800,170.01593000,1.65537100,1.00000000,0.00000000,1775.81848500,44.25358100,160.19108600,17.52340800,1.00000000,1.00000000,0.46288100,0.47113700,9.05017900,1.12243000,1.13779600,1.01001900,0.71164700,0.76353800,0.68940800,0.15589800,-0.00000000,-0.00000000,-0.00000000,5.59073600,1053.00000000,0.44519200,0.19096600,0.25422500,0.63651800,0.28346000,0.30473900,0.31226700,0.32125600,0.32791000,0.32840400,0.32137500,0.34144700,0.35124400,0.37000000,12.82976300,22.79686400,24.05701800,16.88608000,8.60254000,3.30780700,1.78070300,0.93720000,0.88920500,0.33444200,0.69941700,0.44519200,16.68084600,27.00264000
21/09/1985,33,5.42619700,1788.61787400,247.65578600,178.86179000,71.28012600,105.37101800,59.50695400,11.49768800,0.00000000,4.18756800,0.71812200,2.24144300,1.79861000,0.10159300,0.00000000,0.00000000,0.00000000,0.00000000,8.13092500,1.35733900,0.03383500,161.20881700,1.65135100,1.00000000,0.00000000,1939.05511600,48.33527500,185.45973200,19.15000000,1.00000000,1.00000000,0.49270800,0.50121800,8.34848600,0.66477700,0.77900000,0.70131200,0.50976000,0.55581900,0.50072200,0.19211500,-0.00000000,-0.00000000,-0.00000000,3.90350700,1086.00000000,0.44314300,0.12883600,0.31430700,0.58504600,0.26455500,0.29736500,0.30531800,0.31745400,0.32535600,0.32590400,0.31977200,0.34072300,0.35087900,0.37000000,12.90516500,21.58153500,22.67435800,16.11680800,8.28318900,3.18404800,1.74596500,0.94328000,0.89429400,0.33434600,0.75745000,0.44314300,17.24795800,36.88845800
21/09/1985,33,5.42619700,1788.61787400,247.65578600,178.86179000,71.28012600,105.37101800,59.50695400,11.49768800,0.00000000,4.18756800,0.71812200,2.24144300,1.79861000,0.10159300,0.00000000,0.00000000,0.00000000,0.00000000,8.13092500,1.35733900,0.03383500,161.20881700,1.65135100,1.00000000,0.00000000,1939.05511600,48.33527500,185.45973200,19.15000000,1.00000000,1.00000000,0.49270800,0.50121800,8.34848600,0.66477700,0.77900000,0.70131200,0.50976000,0.55581900,0.50072200,0.19211500,-0.00000000,-0.00000000,-0.00000000,3.90350700,1086.00000000,0.44314300,0.12883600,0.31430700,0.58504600,0.26455500,0.29736500,0.30531800,0.31745400,0.32535600,0.32590400,0.31977200,0.34072300,0.35087900,0.37000000,12.90516500,21.58153500,22.67435800,16.11680800,8.28318900,3.18404800,1.74596500,0.94328000,0.89429400,0.33434600,0.75745000,0.44314300,17.24795800,36.88845800
22/09/1985,34,5.45355800,1975.98546900,272.24736000,197.59855000,77.32069600,113.68945700,67.99998300,13.23722400,0.00000000,4.60462900,0.77198900,2.44471700,1.99589500,0.11483000,0.00000000,0.00000000,0.00000000,0.00000000,8.42554000,1.48739400,0.03626500,163.22898100,1.64362500,1.00000000,0.00000000,2124.84836000,51.80703900,212.52484100,16.28840900,1.00000000,1.00000000,0.52464700,0.53318800,8.91341500,1.34975400,1.30349400,1.09949000,0.77417900,0.83416600,0.75826300,0.45130600,-0.00000000,-0.00000000,-0.00000000,6.57065200,1119.00000000,0.47236400,0.20220500,0.27015900,0.53698800,0.28272400,0.29954600,0.30210400,0.31235700,0.31873800,0.32066300,0.31849600,0.34021700,0.35041600,0.37000000,12.07436700,20.64502900,21.71343400,15.36315700,7.87972800,3.04972600,1.71507700,0.94756000,0.89899600,0.33304800,0.87965400,0.47236400,18.73676000,25.41734300
22/09/1985,34,5.45355800,1975.98546900,272.24736000,197.59855000,77.32069600,113.68945700,67.99998300,13.23722400,0.00000000,4.60462900,0.77198900,2.44471700,1.99589500,0.11483000,0.00000000,0.00000000,0.00000000,0.00000000,8.42554000,1.48739400,0.03626500,163.22898100,1.64362500,1.00000000,0.00000000,2124.84836000,51.80703900,212.52484100,16.28840900,1.00000000,1.00000000,0.52464700,0.53318800,8.91341500,1.34975400,1.30349400,1.09949000,0.77417900,0.83416600,0.75826300,0.45130600,-0.00000000,-0.00000000,-0.00000000,6.57065200,1119.00000000,0.47236400,0.20220500,0.27015900,0.53698800,0.28272400,0.29954600,0.30210400,0.31235700,0.31873800,0.32066300,0.31849600,0.34021700,0.35041600,0.37000000,12.07436700,20.64502900,21.71343400,15.36315700,7.87972800,3.04972600,1.71507700,0.94756000,0.89899600,0.33304800,0.87965400,0.47236400,18.73676000,25.41734300
23/09/1985,35,5.48316700,2195.12377600,301.03598700,219.51238000,84.39761900,123.04828500,78.25287000,15.33721300,0.00000000,5.05270900,0.83353300,2.63230400,2.23650300,0.13118300,0.00000000,0.00000000,0.00000000,0.00000000,8.67613100,1.60099200,0.03889500,165.32347900,1.64417100,1.00000000,0.00000000,2287.13144200,55.56400700,242.85708600,17.62648800,1.00000000,1.00000000,0.55089400,0.55954300,9.40902000,1.41084200,1.41879000,1.25404000,0.86581800,0.88609200,0.75226400,0.65459300,-0.00000000,-0.00000000,-0.00000000,7.24244000,1152.00000000,0.51116800,0.24570000,0.26546800,0.50768600,0.28242200,0.30294300,0.31025200,0.31796400,0.32002300,0.31642700,0.31728600,0.33946500,0.35017000,0.37000000,21.15177700,19.77321100,21.41623100,15.60270900,7.92003500,2.96394800,1.68426800,0.95137300,0.90431400,0.33110800,1.00685800,0.51116800,21.91383100,28.46936700
23/09/1985,35,5.48316700,2195.12377600,301.03598700,219.51238000,84.39761900,123.04828500,78.25287000,15.33721300,0.00000000,5.05270900,0.83353300,2.63230400,2.23650300,0.13118300,0.00000000,0.00000000,0.00000000,0.00000000,8.67613100,1.60099200,0.03889500,165.32347900,1.64417100,1.00000000,0.00000000,2287.13144200,55.56400700,242.85708600,17.62648800,1.00000000,1.00000000,0.55089400,0.55954300,9.40902000,1.41084200,1.41879000,1.25404000,0.86581800,0.88609200,0.75226400,0.65459300,-0.00000000,-0.00000000,-0.00000000,7.24244000,1152.00000000,0.51116800,0.24570000,0.26546800,0.50768600,0.28242200,0.30294300,0.31025200,0.31796400,0.32002300,0.31642700,0.31728600,0.33946500,0.35017000,0.37000000,21.15177700,19.77321100,21.41623100,15.60270900,7.92003500,2.96394800,1.68426800,0.95137300,0.90431400,0.33110800,1.00685800,0.51116800,21.91383100,28.46936700
24/09/1985,36,5.51501200,2404.47738000,328.49296000,240.44774000,91.13749200,131.66347400,88.29745600,17.39453800,0.00000000,5.53494200,0.89941500,2.83709600,2.49226700,0.14901700,0.00000000,0.00000000,0.00000000,0.00000000,8.94730800,1.72654400,0.04175700,155.56550200,1.64322300,1.00000000,0.00000000,2466.49107100,59.65276100,279.47454800,18.95800000,1.00000000,1.00000000,0.57822000,0.58693500,8.70641600,1.04820600,1.21551200,1.11226300,0.77761300,0.79402200,0.68429700,0.82396800,-0.00000000,-0.00000000,-0.00000000,6.45588100,1185.00000000,0.54978200,0.24078300,0.30899900,0.50292000,0.26154600,0.29296600,0.30258500,0.31220700,0.31394200,0.31234200,0.31533200,0.33910000,0.34980600,0.37000000,31.92747100,20.05152100,20.33005900,14.85421800,7.54724200,2.86247100,1.63570600,0.95624700,0.90937400,0.32887000,1.09317900,0.54978200,20.93536000,28.23347700
24/09/1985,36,5.51501200,2404.47738000,328.49296000,240.44774000,91.13749200,131.66347400,88.29745600,17.39453800,0.00000000,5.53494200,0.89941500,2.83709600,2.49226700,0.14901700,0.00000000,0.00000000,0.00000000,0.00000000,8.94730800,1.72654400,0.04175700,155.56550200,1.64322300,1.00000000,0.00000000,2466.49107100,59.65276100,279.47454800,18.95800000,1.00000000,1.00000000,0.57822000,0.58693500,8.70641600,1.04820600,1.21551200,1.11226300,0.77761300,0.79402200,0.68429700,0.82396800,-0.00000000,-0.00000000,-0.00000000,6.45588100,1185.00000000,0.54978200,0.24078300,0.30899900,0.50292000,0.26154600,0.29296600,0.30258500,0.31220700,0.31394200,0.31234200,0.31533200,0.33910000,0.34980600,0.37000000,31.92747100,20.05152100,20.33005900,14.85421800,7.54724200,2.86247100,1.63570600,0.95624700,0.90937400,0.32887000,1.09317900,0.54978200,20.93536000,28.23347700
25/09/1985,37,5.54938800,2621.57026400,356.74099900,262.15703000,98.11928300,140.05616500,98.98250900,19.58304300,0.00000000,6.05594400,0.97009500,3.05623000,2.76652600,0.16872900,0.00000000,0.00000000,0.00000000,0.00000000,9.23896900,1.86109800,0.04764400,157.68672900,1.64216500,1.00000000,0.00000000,2658.71167600,68.06305700,315.34805300,20.46485800,1.00000000,1.00000000,0.60566300,0.61494600,9.41746300,1.11471400,1.09450300,0.90895300,0.60040500,0.60649000,0.52712200,0.83752500,-0.00000000,-0.00000000,-0.00000000,5.68971200,1218.00000000,0.59348100,0.22955600,0.36392500,0.50833400,0.28507100,0.30334700,0.30423900,0.30881200,0.30961100,0.30919200,0.31326000,0.33870400,0.35000000,0.36933600,36.91484100,22.18400800,19.92932100,14.27205200,7.24594500,2.77171200,1.58150300,0.96119700,0.91545200,0.32622200,1.16750300,0.59348100,21.70928800,35.93264700
25/09/1985,37,5.54938800,2621.57026400,356.74099900,262.15703000,98.11928300,140.05616500,98.98250900,19.58304300,0.00000000,6.05594400,0.97009500,3.05623000,2.76652600,0.16872900,0.00000000,0.00000000,0.00000000,0.00000000,9.23896900,1.86109800,0.04764400,157.68672900,1.64216500,1.00000000,0.00000000,2658.71167600,68.06305700,315.34805300,20.46485800,1.00000000,1.00000000,0.60566300,0.61494600,9.41746300,1.11471400,1.09450300,0.90895300,0.60040500,0.60649000,0.52712200,0.83752500,-0.00000000,-0.00000000,-0.00000000,5.68971200,1218.00000000,0.59348100,0.22955600,0.36392500,0.50833400,0.28507100,0.30334700,0.30423900,0.30881200,0.30961100,0.30919200,0.31326000,0.33870400,0.35000000,0.36933600,36.91484100,22.18400800,19.92932100,14.27205200,7.24594500,2.77171200,1.58150300,0.96119700,0.91545200,0.32622200,1.16750300,0.59348100,21.70928800,35.93264700
26/09/1985,38,5.58436100,2854.44358500,387.07338200,285.44436000,105.60786400,148.73231300,110.74166200,21.99154400,0.00000000,6.58675900,1.04111200,3.29041200,3.03528200,0.18859600,0.00000000,0.00000000,0.00000000,0.00000000,9.55381300,2.00843700,0.05363300,149.54656600,1.63829500,1.00000000,0.00000000,2869.19504900,76.61920200,353.50897200,20.81975000,1.00000000,1.00000000,0.63366900,0.64336200,8.77713100,1.00551900,1.12251400,0.97201900,0.64667600,0.65491700,0.57261400,1.05211000,0.00192800,-0.00000000,-0.00000000,6.02829700,1251.00000000,0.60377300,0.24564300,0.35813000,0.48179600,0.26463100,0.29331500,0.29787000,0.30415200,0.30509700,0.30565900,0.31045600,0.33829600,0.34972300,0.36933600,41.91025200,21.96898800,18.96553200,13.62034200,6.94341500,2.67532000,1.51980200,0.96424000,0.92112900,0.32416700,1.25317100,0.60377300,23.28733200,33.90608900
26/09/1985,38,5.58436100,2854.44358500,387.07338200,285.44436000,105.60786400,148.73231300,110.74166200,21.99154400,0.00000000,6.58675900,1.04111200,3.29041200,3.03528200,0.18859600,0.00000000,0.00000000,0.00000000,0.00000000,9.55381300,2.00843700,0.05363300,149.54656600,1.63829500,1.00000000,0.00000000,2869.19504900,76.61920200,353.50897200,20.81975000,1.00000000,1.00000000,0.63366900,0.64336200,8.77713100,1.00551900,1.12251400,0.97201900,0.64667600,0.65491700,0.57261400,1.05211000,0.00192800,-0.00000000,-0.00000000,6.02829700,1251.00000000,0.60377300,0.24564300,0.35813000,0.48179600,0.26463100,0.29331500,0.29787000,0.30415200,0.30509700,0.30565900,0.31045600,0.33829600,0.34972300,0.36933600,41.91025200,21.96898800,18.96553200,13.62034200,6.94341500,2.67532000,1.51980200,0.96424000,0.92112900,0.32416700,1.25317100,0.60377300,23.28733200,33.90608900
